nodeId, isCoreNode
90, 61, 5, 74
91, 33, 71, 59
92, 71, 33, 59
93, 58, 72, 74
94, 72, 58, 74
95, 70, 73, 82
96, 73, 70, 82
97, 58, 71, 214
98, 71, 58, 214
99, 57, 74, 126
100, 74, 57, 126
101, 75, 76, 58
102, 76, 75, 58
103, 77, 78, 49
104, 78, 77, 49
105, 80, 81, 353
106, 81, 80, 353
107, 7, 47, 180
108, 47, 7, 180
109, 24, 16, 45
110, 16, 24, 45
111, 82, 83, 84
112, 83, 82, 84
113, 43, 84, 50
114, 84, 43, 50
115, 85, 86, 127
116, 86, 85, 127
117, 84, 87, 406
118, 87, 84, 406
119, 88, 89, 61
120, 89, 88, 61
121, 48, 88, 267
122, 88, 48, 267
123, 81, 75, 207
124, 75, 81, 207
125, 76, 90, 68
126, 90, 76, 68
127, 91, 2, 597
128, 2, 91, 597
129, 81, 3, 276
130, 3, 81, 276
131, 41, 47, 190
132, 47, 41, 190
133, 92, 93, 188
134, 93, 92, 188
135, 40, 67, 299
136, 67, 40, 299
137, 94, 63, 128
138, 63, 94, 128
139, 95, 61, 78
140, 61, 95, 78
141, 96, 97, 65
142, 97, 96, 65
143, 12, 35, 143
144, 35, 12, 143
145, 54, 31, 68
146, 31, 54, 68
147, 98, 63, 121
148, 63, 98, 121
149, 69, 25, 44
150, 25, 69, 44
151, 81, 84, 417
152, 84, 81, 417
153, 13, 99, 93
154, 99, 13, 93
155, 13, 55, 119
156, 55, 13, 119
157, 67, 100, 207
158, 100, 67, 207
159, 53, 101, 107
160, 101, 53, 107
161, 11, 102, 40
162, 102, 11, 40
163, 38, 87, 426
164, 87, 38, 426
165, 103, 104, 173
166, 104, 103, 173
167, 5, 7, 80
168, 7, 5, 80
169, 99, 105, 111
170, 105, 99, 111
171, 22, 44, 382
172, 44, 22, 382
173, 53, 103, 298
174, 103, 53, 298
175, 41, 77, 42
176, 77, 41, 42
177, 56, 106, 322
178, 106, 56, 322
179, 82, 45, 34
180, 45, 82, 34
181, 98, 107, 138
182, 107, 98, 138
183, 108, 109, 55
184, 109, 108, 55
185, 91, 20, 277
186, 20, 91, 277
187, 40, 54, 109
188, 54, 40, 109
189, 110, 59, 27
190, 59, 110, 27
191, 4, 103, 157
192, 103, 4, 157
193, 3, 111, 91
194, 111, 3, 91
195, 85, 78, 182
196, 78, 85, 182
197, 2, 112, 255
198, 112, 2, 255
199, 107, 4, 60
200, 4, 107, 60
201, 63, 65, 285
202, 65, 63, 285
203, 113, 24, 28
204, 24, 113, 28
205, 31, 114, 99
206, 114, 31, 99
207, 101, 115, 48
208, 115, 101, 48
209, 76, 116, 140
210, 116, 76, 140
211, 37, 31, 251
212, 31, 37, 251
213, 117, 55, 177
214, 55, 117, 177
215, 23, 118, 163
216, 118, 23, 163
217, 119, 19, 149
218, 19, 119, 149
219, 85, 120, 159
220, 120, 85, 159
221, 82, 121, 102
222, 121, 82, 102
223, 86, 100, 151
224, 100, 86, 151
225, 20, 122, 147
226, 122, 20, 147
227, 17, 123, 48
228, 123, 17, 48
229, 30, 123, 115
230, 123, 30, 115
231, 5, 95, 53
232, 95, 5, 53
233, 102, 118, 52
234, 118, 102, 52
235, 109, 124, 109
236, 124, 109, 109
237, 107, 125, 81
238, 125, 107, 81
239, 41, 7, 196
240, 7, 41, 196
241, 18, 89, 101
242, 89, 18, 101
243, 4, 126, 218
244, 126, 4, 218
245, 9, 93, 51
246, 93, 9, 51
247, 24, 21, 238
248, 21, 24, 238
249, 127, 103, 200
250, 103, 127, 200
251, 64, 97, 69
252, 97, 64, 69
253, 125, 4, 51
254, 4, 125, 51
255, 121, 80, 148
256, 80, 121, 148
257, 128, 129, 24
258, 129, 128, 24
259, 79, 128, 48
260, 128, 79, 48
261, 110, 85, 252
262, 85, 110, 252
263, 85, 119, 61
264, 119, 85, 61
265, 2, 130, 67
266, 130, 2, 67
267, 51, 118, 91
268, 118, 51, 91
269, 15, 113, 63
270, 113, 15, 63
271, 2, 96, 111
272, 96, 2, 111
273, 118, 62, 83
274, 62, 118, 83
275, 112, 20, 228
276, 20, 112, 228
277, 131, 30, 115
278, 30, 131, 115
279, 83, 50, 87
280, 50, 83, 87
281, 132, 63, 101
282, 63, 132, 101
283, 116, 132, 145
284, 132, 116, 145
285, 24, 115, 134
286, 115, 24, 134
287, 90, 8, 114
288, 8, 90, 114
289, 92, 94, 224
290, 94, 92, 224
291, 133, 103, 96
292, 103, 133, 96
293, 72, 131, 77
294, 131, 72, 77
295, 52, 49, 75
296, 49, 52, 75
297, 82, 46, 88
298, 46, 82, 88
299, 99, 114, 113
300, 114, 99, 113
301, 125, 133, 167
302, 133, 125, 167
303, 117, 65, 66
304, 65, 117, 66
305, 108, 129, 114
306, 129, 108, 114
307, 39, 9, 248
308, 9, 39, 248
309, 120, 89, 184
310, 89, 120, 184
311, 83, 106, 71
312, 106, 83, 71
313, 127, 126, 101
314, 126, 127, 101
315, 104, 122, 110
316, 122, 104, 110
317, 26, 79, 131
318, 79, 26, 131
319, 12, 94, 107
320, 94, 12, 107
321, 122, 21, 82
322, 21, 122, 82
323, 66, 124, 82
324, 124, 66, 82
325, 38, 60, 117
326, 60, 38, 117
327, 114, 105, 39
328, 105, 114, 39
329, 74, 73, 152
330, 73, 74, 152
331, 14, 130, 81
332, 130, 14, 81
333, 125, 112, 77
334, 112, 125, 77
335, 111, 127, 71
336, 127, 111, 71
